id,lnTE.WT,wt_TE,geneSymbol,Nm_AUG_status
uc004ajf.1,0.784375913,2.191039115,ANXA1,AUG
uc004ajo.4,0.95148254,2.58954592,C9orf40,AUG
uc004ajq.3,0.322131249,1.380065896,C9orf41,AUG
uc004ajv.4,0.938634306,2.556487653,OSTF1,AUG
uc004akd.2,-1.173441175,0.30930075,RFK,AUG
uc004akr.3,-0.117156756,0.889445756,VPS13A,AUG
uc004aky.4,0.806857383,2.240854761,CEP78,AUG
uc004ala.3,0.597137039,1.816909606,PSAT1,AUG
uc004amv.3,-0.092733767,0.911436122,UBQLN1,AUG
uc004anb.3,0.693743684,2.001193363,C9orf64,AUG
uc004anf.4,-0.299176696,0.74142839,HNRNPK,AUG
uc004anq.4,0.659597793,1.934014304,RMI1,AUG
uc004aoi.4,0.641917692,1.900121235,NAA35,AUG
uc004aol.3,0.235253805,1.26522985,GOLM1,AUG
uc004aop.3,-0.073819491,0.928839343,ISCA1,AUG
uc004aoq.3,0.669778382,1.953804274,ZCCHC6,AUG
uc004apd.3,0.616382722,1.852215929,DAPK1,AUG
uc004apy.3,-0.901751972,0.405857985,SPIN1,AUG
uc004aqh.3,-0.035244698,0.965369163,CKS2,AUG
uc004arf.4,0.984346278,2.676061912,AUH,AUG
uc004arh.3,1.051657197,2.862390735,NFIL3,AUG
uc004arl.1,-0.101681401,0.903317302,SPTLC1,AUG
uc004aru.4,-1.047175885,0.35092741,IARS,AUG
uc004arz.3,1.129934906,3.095454998,CENPP,AUG
uc004asl.1,0.708886998,2.031728682,IPPK,AUG
uc004asp.1,0.528879203,1.697029217,BICD2,AUG
uc004atd.3,1.150649819,3.16024583,C9orf89,AUG
uc004atg.4,0.645162793,1.906297336,NINJ1,AUG
uc004atw.3,-0.664862972,0.514344002,FAM120A,AUG
uc004aur.3,-0.536999318,0.584499521,HIATL1,AUG
uc004avh.3,0.954691405,2.59786877,FANCC,AUG
uc004awf.3,0.295395199,1.343657266,ZNF367,AUG
uc004awm.3,0.556745243,1.744983749,AAED1,AUG
uc004axl.2,1.402859074,4.066810674,TMOD1,AUG
uc004axn.3,0.818356949,2.266772354,TSTD2,AUG
uc004axq.3,-0.051947345,0.949378855,NCBP1,AUG
uc004axr.4,1.282657173,3.606209328,XPA,AUG
uc004axv.1,0.866722666,2.379100954,C9orf156,AUG
uc004aya.3,1.666336091,5.29274011,ANP32B,AUG
uc004ayc.3,0.785863909,2.194301799,NANS,AUG
uc004ayd.2,1.297468404,3.660019239,TRIM14,AUG
uc004azc.3,-0.824921813,0.438269258,TGFBR1,AUG
uc004azf.3,0.664174331,1.942885678,ALG2,AUG
uc004azh.3,0.625952861,1.870026985,SEC61B,AUG
uc004bal.4,0.546906828,1.727900051,STX17,AUG
uc004bam.3,1.06916733,2.912952961,ERP44,AUG
uc004bas.3,0.245177858,1.277848569,TEX10,AUG
uc004bbe.2,0.63769563,1.892115717,MRPL50,AUG
uc004bbn.3,0.846357602,2.331140428,RNF20,AUG
uc004bcn.3,-0.183712693,0.832174859,SLC44A1,AUG
uc004bcu.2,-0.263536623,0.768329483,TMEM38B,AUG
uc004bde.3,-0.730495023,0.481670493,RAD23B,AUG
uc004bdm.4,0.261543573,1.298933539,IKBKAP,AUG
uc004bdn.3,1.003589269,2.728056004,FAM206A,AUG
uc004bdo.1,0.191291978,1.210812931,CTNNAL1,AUG
uc004bdt.4,-0.557329498,0.572736517,TMEM245,AUG
uc004bej.4,0.668280947,1.950880769,PALM2-AKAP2,AUG
uc004bep.2,-0.009819383,0.99022867,TXN,AUG
uc004bfe.1,-0.414564421,0.660627974,KIAA0368,AUG
uc004bfh.2,0.857588268,2.357468251,PTGR1,AUG
uc004bft.3,0.520161182,1.682298784,UGCG,AUG
uc004bfx.3,-1.282865094,0.277241838,PTBP3,AUG
uc004bga.2,0.057407459,1.059087257,HSDL2,AUG
uc004bgg.3,0.922243494,2.514926288,INIP,AUG
uc004bgs.2,0.845608106,2.329393902,FKBP15,AUG
uc004bgu.3,0.312259028,1.366508611,SLC31A1,AUG
uc004bgw.2,0.717624185,2.049558051,CDC26,AUG
uc004bgx.3,0.223957582,1.251017953,PRPF4,AUG
uc004bhq.4,1.159817371,3.189350755,RGS3,AUG
uc004bic.3,1.067305601,2.907534877,ZNF618,AUG
uc004bjc.3,0.161698416,1.175505674,ATP6V1G1,AUG
uc004bjn.3,0.936389024,2.550754057,PAPPA,AUG
uc004bjx.2,0.940162968,2.560398647,TRIM32,AUG
uc004bkf.4,0.387398367,1.473143226,CDK5RAP2,AUG
uc004bkm.1,-0.796886856,0.45072997,FBXW2,AUG
uc004bko.4,0.059607052,1.061419382,PSMD5,AUG
uc004bks.1,0.6645705,1.943655542,PHF19,AUG
uc004blc.3,0.098959073,1.104021114,RAB14,AUG
uc004blf.1,0.558401226,1.747875807,GSN,AUG
uc004blh.4,-1.347280242,0.259946291,STOM,AUG
uc004blv.3,1.084375341,2.957591755,NDUFA8,AUG
uc004bma.2,0.432384089,1.540926855,RBM18,AUG
uc004bmz.2,0.571200149,1.770390509,PDCL,AUG
uc004bnh.4,0.198330099,1.219364839,ZBTB6,AUG
uc004bns.3,0.42616451,1.531372681,STRBP,AUG
uc004bnz.1,0.816989062,2.263673785,DENND1A,AUG
uc004boh.3,0.912159511,2.489693252,NEK6,AUG
uc004boj.4,0.366041829,1.442015559,PSMB7,AUG
uc004bov.3,1.194483186,3.301850887,OLFML2A,AUG
uc004boy.1,0.141060789,1.151494644,RPL35,AUG
uc004bpa.4,0.785294868,2.193053507,ARPC5L,AUG
uc004bpc.3,0.851990171,2.344307786,GOLGA1,AUG
uc004bpg.4,-0.042037233,0.95883408,PPP6C,AUG
uc004bpi.3,0.702257066,2.018303013,RABEPK,AUG
uc004bpn.3,0.909131406,2.482165603,HSPA5,AUG
uc004bpr.3,-0.323031032,0.723951388,GAPVD1,AUG
uc004bpv.3,-0.350391952,0.70441194,MAPKAP1,AUG
uc004bqy.2,-0.874414443,0.417106188,RPL12,AUG
uc004brd.2,1.161719958,3.195424548,LRSAM1,AUG
uc004brh.3,-0.016662918,0.983475141,FAM129B,AUG
uc004brk.2,1.116236099,3.053340078,STXBP1,AUG
uc004bro.3,1.357127066,3.885015859,PTRH1,AUG
uc004bse.2,1.238874783,3.451727337,CDK9,AUG
uc004bsg.1,0.92005668,2.509432621,FPGS,AUG
uc004bsj.5,1.626237175,5.084705818,ENG,AUG
uc004bsm.4,0.957788614,2.605927386,AK1,AUG
uc004bsv.2,0.882346623,2.416563822,DPM2,AUG
uc004btb.4,0.806928713,2.241014607,SLC25A25,AUG
uc004bti.4,0.349599037,1.418498669,PTGES2,AUG
uc004bup.3,0.923009631,2.516853804,SWI5,AUG
uc004buq.1,0.352176668,1.422159752,TRUB2,AUG
uc004bur.4,0.905473874,2.473103585,COQ4,AUG
uc004but.3,0.668596942,1.951497335,SLC27A4,AUG
uc004buz.4,1.101485604,3.008632342,CERCAM,AUG
uc004bvc.3,0.816854363,2.263368891,ODF2,AUG
uc004bvj.3,0.40203362,1.494861589,GLE1,AUG
uc004bvm.4,0.166325554,1.180957505,SPTAN1,AUG
uc004bvq.1,-0.381490795,0.682842672,WDR34,AUG
uc004bvw.3,1.011915554,2.750865403,PKN3,AUG
uc004bwa.2,0.918981886,2.506736946,ZER1,AUG
uc004bwc.3,1.01677932,2.764277558,ENDOG,AUG
uc004bwd.3,0.722747966,2.060086487,C9orf114,AUG
uc004bwr.3,0.984301309,2.675941575,DOLK,AUG
uc004bws.2,-0.122014721,0.885135338,NUP188,AUG
uc004bwv.3,0.823251075,2.277893415,SH3GLB2,AUG
uc004bxa.3,1.036088607,2.818172449,FAM73B,AUG
uc004bxc.3,0.790846484,2.205262356,DOLPP1,AUG
uc004bxm.2,-0.171304427,0.842565035,PPP2R4,AUG
uc004byd.1,1.195535132,3.305326083,NTMT1,AUG
uc004byf.2,1.022533128,2.780228526,ASB6,AUG
uc004byi.3,1.050496608,2.859070603,PTGES,AUG
uc004byk.1,0.900935183,2.461904366,TOR1B,AUG
uc004byl.3,0.433871709,1.543220874,TOR1A,AUG
uc004byp.3,0.797983076,2.221056705,C9orf78,AUG
uc004byw.1,0.991082629,2.694149659,FNBP1,AUG
uc004bzd.2,0.756598853,2.131015982,GPR107,AUG
uc004bzi.2,0.132506744,1.141686716,NCS1,AUG
uc004bzm.3,-0.591038768,0.553751766,ASS1,AUG
uc004bzr.1,0.176311748,1.192809857,FUBP3,AUG
uc004bzu.2,0.539311436,1.714825688,EXOSC2,AUG
uc004bzv.3,0.626015075,1.87014333,ABL1,AUG
uc004caa.1,1.055455329,2.873283145,LAMC3,AUG
uc004cad.2,0.474913787,1.607875572,AIF1L,AUG
uc004cag.3,0.712371673,2.038820946,NUP214,AUG
uc004can.4,-0.329812229,0.719058739,PRRC2B,AUG
uc004cbe.2,1.321042728,3.747326783,MED27,AUG
uc004cbk.3,-0.36318663,0.695456628,SETX,AUG
uc004cbl.3,0.760221132,2.138749114,TTF1,AUG
uc004cbq.1,0.84838396,2.335868942,DDX31,AUG
uc004cca.2,0.677602379,1.969150791,TSC1,AUG
uc004ccj.4,0.606361584,1.833747311,GTF3C5,AUG
uc004cdb.4,0.996693636,2.709309041,SURF6,AUG
uc004cdc.3,1.235616515,3.440498986,MED22,AUG
uc004cde.1,-0.427794397,0.651945443,RPL7A,AUG
uc004cdh.1,1.104413934,3.017455522,SURF1,AUG
uc004cdi.2,1.244989716,3.472899084,SURF2,AUG
uc004cdj.3,-0.770593066,0.462738552,SURF4,AUG
uc004cdm.3,0.930279624,2.535217986,REXO4,AUG
uc004ces.3,0.776549478,2.173958019,VAV2,AUG
uc004cew.3,0.773753262,2.167887654,BRD3,AUG
uc004cey.3,0.273542288,1.31461295,WDR5,AUG
uc004cfb.2,0.545716232,1.725844045,RXRA,AUG
uc004cfl.4,1.112917662,3.043224555,OLFM1,AUG
uc004cfv.5,0.764590677,2.148114922,MRPS2,AUG
uc004cgr.4,-0.010607974,0.989448092,CAMSAP1,AUG
uc004cgt.3,0.599021775,1.82033723,UBAC1,AUG
uc004cgv.4,0.187991011,1.206822667,NACC2,AUG
uc004chh.3,1.155898627,3.176876963,SNAPC4,AUG
uc004chi.3,-0.320406748,0.725853737,SDCCAG3,AUG
uc004chl.3,0.722555385,2.059689792,PMPCA,AUG
uc004chx.3,0.495848657,1.64189105,SEC16A,AUG
uc004chz.3,1.055520369,2.87347003,NOTCH1,AUG
uc004cih.3,1.030765295,2.803210297,EGFL7,AUG
uc004cii.1,0.663950374,1.942450604,AGPAT2,AUG
uc004cje.4,0.690002739,1.993720994,TMEM141,AUG
uc004cjj.1,0.19964528,1.220969579,RABL6,AUG
uc004cjq.4,0.821828477,2.274655192,PHPT1,AUG
uc004cjt.1,0.594589105,1.812286133,EDF1,AUG
uc004cjv.3,0.910838577,2.486406703,TRAF2,AUG
uc004cjx.3,-0.192248889,0.825101484,FBXW5,AUG
uc004cki.3,0.925096792,2.522112369,C9orf142,AUG
uc004ckt.2,1.413493293,4.110288797,NPDC1,AUG
uc004cld.3,0.540730035,1.717260065,MAN1B1,AUG
uc004clh.3,0.874630973,2.397990208,DPP7,AUG
uc004clr.1,1.216972261,3.376947723,ANAPC2,AUG
uc004cls.2,0.612502017,1.845041955,SSNA1,AUG
uc004clu.3,0.918426573,2.505345309,TPRN,AUG
uc004clx.3,0.928299428,2.530202725,NDOR1,AUG
uc004cmh.1,0.486628041,1.626821386,TUBB4B,AUG
uc004cmm.4,0.509307901,1.664139047,NELFB,AUG
uc004cmn.3,1.073856151,2.926643347,TOR4A,AUG
uc004cnh.4,1.020711979,2.775169923,MRPL41,AUG
uc004cno.1,0.570645646,1.769409095,ZMYND19,AUG
uc004csr.3,0.010720717,1.01077839,TBL1X,AUG
uc004csx.4,0.435143143,1.545184225,WWC3,AUG
uc004cti.4,0.316519148,1.37234252,MID1,AUG
uc004cuj.3,0.563245326,1.756363232,HCCS,AUG
uc004cuw.3,0.636497256,1.889849613,MSL3,AUG
uc004cva.3,-0.138706397,0.870483568,PRPS2,AUG
uc004cvf.3,-0.841654377,0.430996902,TMSB4X,AUG
uc004cvp.4,0.654171355,1.923547918,OFD1,AUG
uc004cwd.3,1.519939288,4.571947615,GEMIN8,AUG
uc004cwh.1,0.347822597,1.415981028,FANCB,AUG
uc004cwi.3,0.960041739,2.611805485,MOSPD2,AUG
uc004cwl.3,1.265967127,3.546521014,ASB9,AUG
uc004cwr.3,0.200605139,1.2221421,PIGA,AUG
uc004cwv.3,0.908071438,2.47953598,PIR,AUG
uc004cxm.3,0.837903112,2.311514904,CTPS2,AUG
uc004cxp.3,0.025039472,1.025355593,SYAP1,AUG
uc004cxq.2,0.350069834,1.419166651,TXLNG,AUG
uc004cxs.2,-0.194603523,0.823160958,RBBP7,AUG
uc004cxx.3,0.77185479,2.163775884,NHS,AUG
uc004cyc.3,0.195293666,1.215667934,SCML1,AUG
uc004cyl.2,0.630860294,1.879226571,SCML2,AUG
uc004cyv.4,0.976670109,2.655598649,PHKA2,AUG
uc004czh.4,0.028443724,1.02885211,PDHA1,AUG
uc004czm.3,0.848793988,2.336826911,SH3KBP1,AUG
uc004czt.3,-1.110927559,0.329253417,EIF1AX,AUG
uc004czu.3,-0.346475516,0.707176134,RPS6KA3,AUG
uc004dae.3,0.12187168,1.129609141,MBTPS2,AUG
uc004dag.4,-0.723010081,0.485289295,SMS,AUG
uc004dam.3,-0.046201773,0.95484928,PRDX4,AUG
uc004dao.3,0.42202985,1.525054047,ACOT9,AUG
uc004dau.3,0.035153961,1.035779166,SAT1,AUG
uc004dax.3,0.886544639,2.42672992,APOO,AUG
uc004dba.4,-0.452538458,0.636011612,KLHL15,AUG
uc004dbc.3,-1.515569699,0.219682996,EIF2S3,AUG
uc004dbh.3,0.410047945,1.506890031,PDK3,AUG
uc004dbl.3,-0.320256616,0.72596272,POLA1,AUG
uc004dda.1,0.190489055,1.209841132,DMD,AUG
uc004ddo.3,0.418418456,1.519556409,PRRG1,AUG
uc004dds.3,-0.175851035,0.838742917,DYNLT3,AUG
uc004den.4,0.825960565,2.284073713,BCOR,AUG
uc004det.3,0.229024655,1.257373039,ATP6AP2,AUG
uc004dew.3,0.721682509,2.057892723,CXorf38,AUG
uc004dex.4,0.106887302,1.112808836,MED14,AUG
uc004dfb.3,-0.990274127,0.371474846,USP9X,AUG
uc004dfe.3,-1.563152431,0.209474675,DDX3X,AUG
uc004dfl.4,0.694248812,2.002204477,CASK,AUG
uc004dfz.4,0.98312075,2.672784332,MAOB,AUG
uc004dgc.3,0.925932637,2.524221345,FUNDC1,AUG
uc004dge.4,0.52012407,1.682236352,KDM6A,AUG
uc004dgw.4,-0.048280634,0.952866343,RP2,AUG
uc004dhc.3,0.268320804,1.307766609,NDUFB11,AUG
uc004dhi.3,0.684836604,1.983447722,RBM10,AUG
uc004dhj.4,0.218906645,1.244715071,UBA1,AUG
uc004dhp.3,0.818882295,2.267963506,USP11,AUG
uc004dic.2,0.49966915,1.648175881,ARAF,AUG
uc004dif.3,1.423808936,4.152908516,TIMP1,AUG
uc004dim.3,0.654273649,1.923744696,UXT,AUG
uc004djo.1,0.189318498,1.208425772,FTSJ1,AUG
uc004djx.4,0.106934595,1.112861465,EBP,AUG
uc004dka.1,1.10818841,3.028866357,TBC1D25,AUG
uc004dkf.2,-0.648483728,0.522837941,RBM3,AUG
uc004dkj.2,0.508894125,1.663450609,WDR13,AUG
uc004dkn.3,0.845125326,2.328269589,SUV39H1,AUG
uc004dks.1,0.994761136,2.704078357,HDAC6,AUG
uc004dla.2,0.491248156,1.634354877,TIMM17B,AUG
uc004dlg.3,1.015935314,2.761945476,PQBP1,AUG
uc004dlo.1,1.056480128,2.876229192,SLC35A2,AUG
uc004dls.3,0.798924005,2.223147545,PIM2,AUG
uc004dlu.3,0.829829926,2.29292874,OTUD5,AUG
uc004dly.1,1.007827378,2.739642337,GRIPAP1,AUG
uc004dmb.3,0.496085245,1.642279548,TFE3,AUG
uc004dmk.1,0.736713251,2.089058009,WDR45,AUG
uc004dmr.3,1.154825226,3.173468729,GPKOW,AUG
uc004dmx.3,0.607832839,1.836447206,PLP2,AUG
uc004dmy.1,1.15443836,3.17224126,PRICKLE3,AUG
uc004dnd.2,1.080915296,2.947376038,CCDC22,AUG
uc004dpn.3,1.404607205,4.073926209,MAGED1,AUG
uc004drw.3,1.189410992,3.28514566,TSPYL2,AUG
uc004drz.3,0.2131484,1.237568293,KDM5C,AUG
uc004dsg.3,0.027686319,1.028073147,SMC1A,AUG
uc004dsl.1,0.600472435,1.822979836,HSD17B10,AUG
uc004dsp.4,-0.72123924,0.486149427,HUWE1,AUG
uc004dsu.3,0.797981044,2.221052192,PHF8,AUG
uc004dsz.4,0.718767039,2.051901736,FAM120C,AUG
uc004dte.3,0.806511585,2.240080012,TSR2,AUG
uc004dth.2,-0.438225595,0.645180217,GNL3L,AUG
uc004dtk.1,1.223820028,3.400151631,MAGED2,AUG
uc004dtz.4,0.695672029,2.005056077,APEX2,AUG
uc004dup.3,1.008720195,2.742089429,RRAGB,AUG
uc004dus.3,0.946652048,2.577067303,UBQLN2,AUG
uc004dvf.3,0.329636266,1.390462278,SPIN4,AUG
uc004dvo.3,0.683137105,1.980079717,AMER1,AUG
uc004dwa.2,0.510356225,1.665884519,LAS1L,AUG
uc004dwf.3,-0.234422884,0.791027232,MSN,AUG
uc004dwu.2,0.5919179,1.807451605,AR,AUG
uc004dwz.3,-0.739121448,0.477533269,YIPF6,AUG
uc004dxw.3,0.676613678,1.967204851,IGBP1,AUG
uc004dyd.1,0.869222019,2.385054604,PDZD11,AUG
uc004dyg.3,0.473008894,1.604815656,KIF4A,AUG
uc004dyi.2,0.666405116,1.947224677,DLG3,AUG
uc004dyr.2,-0.117619972,0.889033846,SNX12,AUG
uc004dyy.3,0.605721827,1.832574533,MED12,AUG
uc004dzh.2,0.759285449,2.136748859,ZMYM3,AUG
uc004dzt.4,0.550636928,1.734357327,TAF1,AUG
uc004eaa.2,-0.910900233,0.402162022,OGT,AUG
uc004eam.3,1.346167643,3.84267079,PIN4,AUG
uc004eaq.1,0.59717129,1.816971838,ERCC6L,AUG
uc004ear.3,-0.684176078,0.504505732,RPS4X,AUG
uc004eau.3,0.728221694,2.071393759,HDAC8,AUG
uc004eax.4,0.847474905,2.333746474,PHKA1,AUG
uc004ebw.3,-1.588337726,0.204264874,RLIM,AUG
uc004ebz.4,0.354660138,1.425696032,ABCB7,AUG
uc004ecl.1,1.385168203,3.995497903,PBDC1,AUG
uc004ecp.4,-0.708770312,0.492249138,ATRX,AUG
uc004ecu.1,-0.01131806,0.988745748,COX7B,AUG
uc004ecx.4,0.600240745,1.822557519,ATP7A,AUG
uc004ecz.4,-0.543705706,0.580592755,PGK1,AUG
uc004eda.3,0.187181086,1.205845627,TAF9B,AUG
uc004edt.3,-0.167035553,0.846169527,BRWD3,AUG
uc004eee.1,1.467355969,4.337750818,HMGN5,AUG
uc004eef.3,0.512662372,1.669730727,SH3BGRL,AUG
uc004eem.3,0.428605121,1.53511473,APOOL,AUG
uc004eet.3,0.168757136,1.183832594,CHM,AUG
uc004efu.4,0.766095968,2.151350895,DIAPH2,AUG
uc004ega.1,-0.163584967,0.849094351,TSPAN6,AUG
uc004egh.3,0.906267267,2.475066507,CSTF2,AUG
uc004egx.3,0.562181213,1.754495258,CENPI,AUG
uc004ehd.2,1.190185189,3.287689995,TIMM8A,AUG
uc004ehl.1,0.317037334,1.373053833,GLA,AUG
uc004ehy.3,0.839880211,2.316089518,ARMCX6,AUG
uc004eia.1,0.417986562,1.518900263,ARMCX3,AUG
uc004ejy.3,1.093153081,2.983667,TCEAL8,AUG
uc004ekg.3,0.51533668,1.674202077,WBP5,AUG
uc004ekj.1,-0.144747124,0.865241064,NGFRAP1,AUG
uc004ekn.3,1.504932305,4.503848732,TCEAL4,AUG
uc004eku.3,0.75843155,2.13492507,TCEAL1,AUG
uc004elw.3,-0.871526722,0.418312415,FAM199X,AUG
uc004emu.4,0.898552646,2.45604577,MORC4,AUG
uc004emz.3,0.926781159,2.526364111,RBM41,AUG
uc004ena.3,0.871631825,2.390809054,NUP62CL,AUG
uc004ene.4,-0.192976412,0.824501422,PRPS1,AUG
uc004enp.2,-0.272076446,0.761796023,PSMD10,AUG
uc004enr.3,0.909932824,2.484155652,ATG4A,AUG
uc004enz.2,0.621512926,1.861742591,COL4A5,AUG
uc004eoe.2,0.205444138,1.228070377,NXT2,AUG
uc004eoi.2,-0.496590104,0.608602396,ACSL4,AUG
uc004eom.3,0.318660582,1.375284449,TMEM164,AUG
uc004eoo.3,-0.160742213,0.851511551,AMMECR1,AUG
uc004eqe.3,-0.384517159,0.680779265,PLS3,AUG
uc004eqn.3,0.687773877,1.989282214,WDR44,AUG
uc004eqs.3,0.039744327,1.040544701,IL13RA1,AUG
uc004eqw.3,0.849899007,2.339410576,LONRF3,AUG
uc004erb.3,-0.706338504,0.49344765,PGRMC1,AUG
uc004erh.4,0.091619963,1.095948242,SLC25A5,AUG
uc004erk.2,0.641476805,1.899283681,CXorf56,AUG
uc004erl.3,0.648842758,1.913325367,UBE2A,AUG
uc004erv.3,1.001985441,2.723684178,6-Sep,AUG
uc004erx.2,-1.172970066,0.309446499,RPL39,AUG
uc004erz.2,1.28892151,3.628870744,UPF3B,AUG
uc004esb.3,1.20599214,3.340071253,RNF113A,AUG
uc004esc.4,0.962152234,2.617323509,NDUFA1,AUG
uc004esh.3,1.277404498,3.587316744,NKAP,AUG
uc004esn.1,0.089107108,1.09319774,ZBTB33,AUG
uc004ess.4,0.744491906,2.105371437,LAMP2,AUG
uc004esw.3,0.014095914,1.01419573,CUL4B,AUG
uc004esz.3,0.954100261,2.596333509,C1GALT1C1,AUG
uc004etu.3,0.16486154,1.179229831,THOC2,AUG
uc004eua.3,-1.123721202,0.325067898,STAG2,AUG
uc004eun.4,1.157459105,3.181838279,SMARCA1,AUG
uc004euq.3,0.734296492,2.084015355,OCRL,AUG
uc004euw.3,0.838165421,2.312121314,ZDHHC9,AUG
uc004euz.3,1.030564391,2.802647177,UTP14A,AUG
uc004evg.3,1.046316234,2.847143566,AIFM1,AUG
uc004evm.3,0.85874525,2.360197377,ZNF280C,AUG
uc004evt.3,1.006289486,2.735432301,RBMX2,AUG
uc004evw.3,0.670383149,1.954986228,ENOX2,AUG
uc004ewk.1,-0.264434929,0.767639598,MST4,AUG
uc004ewp.4,-0.244708735,0.782932546,RAP2C,AUG
uc004exk.3,-0.233724127,0.791580161,PHF6,AUG
uc004exl.4,1.250961208,3.493699516,HPRT1,AUG
uc004exq.3,0.152819695,1.165114884,FAM122B,AUG
uc004eyb.3,-0.003686065,0.99632072,MOSPD1,AUG
uc004eyd.3,1.082130875,2.950960985,FAM127A,AUG
uc004eyf.3,1.22269221,3.39631904,FAM127B,AUG
uc004ezi.1,-0.263510284,0.768349721,MMGT1,AUG
uc004ezk.3,0.337194599,1.401011673,SLC9A6,AUG
uc004ezo.3,0.287726318,1.333392329,FHL1,AUG
uc004ezt.3,0.8525781,2.345686478,MAP7D3,AUG
uc004ezx.3,0.712801823,2.039698133,HTATSF1,AUG
uc004fae.2,0.196201516,1.21677208,RBMX,AUG
uc004faz.3,-0.238117425,0.788110142,ATP11C,AUG
uc004fbj.3,1.680876233,5.370259509,LDOC1,AUG
uc004fef.4,1.137099386,3.117711958,MTM1,AUG
uc004fei.3,0.745656047,2.107823813,MTMR1,AUG
uc004fek.3,0.466429257,1.594291213,CD99L2,AUG
uc004fep.3,0.444019317,1.5589606,HMGB3,AUG
uc004feu.3,-1.743483883,0.174909972,VMA21,AUG
uc004ffq.1,1.457571344,4.295514523,MAGEA6,AUG
uc004fgq.3,1.159712955,3.189017753,CETN2,AUG
uc004fgs.1,1.10046039,3.00554943,NSDHL,AUG
uc004fhf.2,0.854155934,2.349390503,MAGEA1,AUG
uc004fho.2,1.169821993,3.221419152,HAUS7,AUG
uc004fhx.4,0.798628123,2.222489853,DUSP9,AUG
uc004fif.2,0.816880078,2.263427094,ABCD1,AUG
uc004fip.4,1.064949483,2.900692446,IDH3G,AUG
uc004fjm.2,1.053649893,2.868100296,NAA10,AUG
uc004fjp.3,0.373230585,1.452419207,HCFC1,AUG
uc004fjs.1,-0.592695665,0.552835016,IRAK1,AUG
uc004fjw.2,0.585434975,1.795771932,MECP2,AUG
uc004fkk.2,-0.364931527,0.694244186,FLNA,AUG
uc004fkl.3,0.916961695,2.501677971,EMD,AUG
uc004fkm.2,-0.526788279,0.590498444,RPL10,AUG
uc004flf.1,0.968034927,2.632765796,ATP6AP1,AUG
uc004fli.4,0.919923023,2.50909724,GDI1,AUG
uc004fll.4,0.999651761,2.717335382,FAM50A,AUG
uc004fln.1,0.552715421,1.737965925,LAGE3,AUG
uc004flo.3,0.267005011,1.306046991,UBL4A,AUG
uc004flq.3,0.872949649,2.393961797,SLC10A3,AUG
uc004fls.2,0.671724581,1.957610469,FAM3A,AUG
uc004flx.1,0.956610782,2.602859848,G6PD,AUG
uc004fmm.3,-0.052924613,0.948451511,DKC1,AUG
uc004fmw.3,0.555916467,1.743538148,FUNDC2,AUG
uc004fna.3,0.645039563,1.906062437,BRCC3,AUG
uc004fnc.3,-0.062399952,0.939507054,VBP1,AUG
uc004fnn.3,1.248491336,3.485081173,TMLHE,AUG
uc004fof.3,-1.226848784,0.293215108,MAGT1,AUG
uc009vkb.1,0.740782792,2.097576838,AURKAIP1,AUG
uc009vnc.3,0.479829409,1.615798738,MAD2L2,AUG
uc009vni.3,0.149641596,1.161417911,MFN2,AUG
uc009vqo.1,1.128374012,3.09062709,GALE,AUG
uc009vtg.3,0.993641019,2.701051169,MED18,AUG
uc009vuc.3,0.189119399,1.2081852,EIF3I,AUG
uc009vwd.3,0.989491808,2.689867156,NFYC,AUG
uc009vxk.3,1.197709664,3.312521441,HECTD3,AUG
uc009vxq.3,0.765972303,2.151084864,TOE1,AUG
uc009vxv.3,1.016491196,2.763481219,MMACHC,AUG
uc009wbp.3,0.202760399,1.224778975,ACADM,AUG
uc009wdj.3,0.256304639,1.292146306,MTF2,AUG
uc009wfh.2,0.773011625,2.166280464,AMPD2,AUG
uc009wgu.3,-1.592871602,0.203340859,NRAS,AUG
uc009wlr.3,0.630599373,1.878736306,RPRD2,AUG
uc009wtf.3,1.155965727,3.177090138,IGSF8,AUG
uc009wzk.3,0.721701279,2.05793135,DDX59,AUG
uc009xdc.3,0.098576203,1.103598499,DTL,AUG
uc009xdz.2,1.325232592,3.763060511,TAF1A,AUG
uc009xeo.1,0.990788304,2.69335682,PSEN2,AUG
uc009xhv.2,0.824459396,2.280647505,PITRM1,AUG
uc009xlf.2,0.87214517,2.392036679,MAP3K8,AUG
uc009xon.3,-0.561739784,0.570216147,NCOA4,AUG
uc009xtq.3,0.813464535,2.255709449,LIPA,AUG
uc009xug.3,0.190749202,1.210155909,CEP55,AUG
uc009xwy.1,1.08011746,2.945025453,C10orf76,AUG
uc009xwz.3,0.899984203,2.459564257,LDB1,AUG
uc009xxw.2,0.897594775,2.453694321,BBIP1,AUG
uc009xyw.4,0.694084881,2.00187628,KIAA1598,AUG
uc009ygh.3,-0.014867969,0.985242014,ZBED5,AUG
uc009ylv.3,0.451408198,1.570522235,FNBP4,AUG
uc009you.1,1.171614369,3.227198324,PLA2G16,AUG
uc009yoz.3,0.622920319,1.864364639,NAA40,AUG
uc009ypg.2,0.943993822,2.570225972,PLCB3,AUG
uc009yqd.2,0.991485651,2.695235679,CAPN1,AUG
uc009yrn.1,0.460319767,1.584580601,ADRBK1,AUG
uc009yty.4,0.662380414,1.939403427,PPME1,AUG
uc009yum.1,0.636680561,1.890196064,ACER3,AUG
